screen_name	name	id	location	followers_count	friends_count	description
sergiogbennet	Sergio Garcia Bennet	1499276955740303363	Los Angeles, CA	11	165	“You’re the worst kind: you’re high-maintenance, but you think you’re low-maintenance.” | Writing a play because my characters have to be my friends. OR ELSE!
RobinWaterchief	Robin Waterchief	1451761829764501506		6	132	
oneKoolChik	onekoolchik	210239845	Los Angeles, CA	39	162	
SantJoanne	JoJoMumofdogs	1435755765793439744	Ontario, Canada	0	32	
MarcoBisciari96	Marco Bisciari	1367785846141841412		2	43	
sanderwah	SV	854263860794195968		5	507	
_kchines	K.C. Hines	1364189808		76	924	
M__Martin	Matt	1296562969984348160	Plymouth (From Kidderminster)	377	4988	#LFC #PAFC #KHFC🦅 Trying to be less tribal. “We cannot solve our problems with the same thinking we used when we created them.” Albert Einstein.
HyndsHope	Hope Hynds	1500509135951241216		12	257	Mum of 2 girls 28 Australian
FrankHumphreys9	Frank Humphreys	1476604816675655702		138	649	Discover reality and learn how the Cosmos functions. "I find it undesirable to believe a proposition when there is no reason to suppose it true"... Russell.
eugarpsnnyrb	brynn sprague	833747780229292034		0	10	
iriarte_itziar	Itziar Iriarte	559466212	Bilbao	849	729	Mi blog Athletic bihotzez en Deia ya tiene 9 años.
UserC77152276	Robert Craig	1499211611248074757		0	375	
SueDaignault	sue daignault	753476108	Maine	16	61	safety consultant and US Coast Guard officer, fly fishing instructor & guide
Its_Rachael_XX	Rachael💝♥️	1323674391583051777	Sunderland, England	704	2685	Musical Theatre lover from Sunderland crazy and random lass enjoy my posts xxxx
losper_celeste	Celeste Losper	1500389815518482435		2	81	
DeborahkayGear3	Deborah kay Gearin	1500111789543108612	Dahlonega, GA	199	376	
Aitor31014354	Aitor	1252512762527387650		7	123	Aventurero
attal_coache	COACHE ATTAL SOLANGE THERESE GABRIELLE	1500497075452133384		10	169	tchtite 62990 23021977 campagne les hesdin reve quebec canada et abbeville 23021977 soeur dead frere JH/JF PERE JM MERE GHISLAINE MAMAN BRIGITTE ET NEVEU HUGO L
FinMurphy11	Fin Murphy	1500501547813322758	New York, USA	24	165	
theiconolcast	Rene Pedraza	1500499861418000394	Planet Earth - The Milky Way 	0	28	One time actor - poet / gardener / iconoclast
sandy_ettinger	Sandy Ettinger	1500200578319851529		1	55	
charlieo553	Charlie O'Neill	75416620		316	837	
StefLuciano1	Stef Luciano	563090581		51	225	
maimairagas1	Maimai Ragas	1500499033046933507		5	185	Live one day at a TIME❤️
Luciano18618182	Luciano	1499171274895015940		17	217	Amore libero
Gail65137719	Gail	1500341181825179649		8	17	
niiieeeel	Emmanuel Maniquis	1500498091769622529		1	76	
Simonas_Stoma	Simonas Stoma	1498265622806945793		9	394	Lithuanian, living in Vilnius, Lithuania.
agressivespice	T.	1500344945420345348		5	97	
bettermanmike	michael	1405573448924073991	dni if an army, barb, or livie	485	993	green was the color of the grass that you desperately need to touch| i believe in brunette scarlet witch supremacy |he/him| minor
muddanukka	MonnieMarie✨😜	1494436001367920643	Come Find Me.	6	108	You’ll Learn. 508/401/860
Mimah183	Mimah	1497975678083416070		5	181	🕹
brklingrrl1	Suzanne Brackley	829454784889511947		3	119	
katherinedalles	katherinedalles	1327744916349460480		1	32	
EmiGarciaLP	Emilio García	416105780		13	151	
Uustmyandmymal1	Uustmyandmymaleup	1500494783520796672		0	24	
JamiraNanyanzi	Nanyanzi Jamira	1480571022667517953		44	400	
sassytazzy95	Tazzy	961101568799137792	Hell	39	444	Blackfoot Métis & Irish ✨ 26 ✨ YWG ✨ Taken ✨ Crazy Cat Lady
bethschafer25	WIGLEY GUARRIELLO	4130796557		1	41	
GipsyJaneen	Janeen Miller	2612266212	Florida, USA	3122	4737	Inked Mom. Dog Mom. Triple Vaxxed. Obsessed with Dodgers, Steelers & Democracy. NO DMs. #VoteBlueIn2022 #IstandwithUkraine 🇺🇦
HoppelTrutchen	Trutchen Hoppel	1500485641779523584		0	12	
AshleyB8775	Ashley Brown	1500166555044352002		57	642	LEAVE ME THE FUCK ALONE
DOOLBERUP	Look Closer	1481130952608784385		1146	3810	Down with the NWO. I follow all enemies and interests. Pure blood, #Freedom #2A #IStandWithTruckers if i follow you. Watch yourself. RAY EPPS is FBI .
Olitttaaa	Ola	1454464858573922308		1	203	
duizendbommen	💬	1598285892	Holland 🇳🇱	214	234	Het 1 sluit niet vanzelfsprekend het ander uit. Man van @pittigdingetje❤️❤️❤️. Soms rationeel, soms wel.
KachmerLor	lor	767052903089577984		1	1109	
SabrinaKenke	Sabrina Kenkenberg	1500487252794880003		0	8	
Deerafshake	Ella Bare	1500486478559907840		0	50	
n1c0t1n3H	Danae Hernandez	1500484316958281729		2	129	una red social más, una menos 👌
Heyol23sag	😶‍🌫️	1403173144857178114		8	706	Sagittarius ♐
DanielW10448827	Daniel Willoughby	1459481541592039429		0	9	Unicorn.
oliviafrayn3	Olivia FRAYN	1499862031469621259		1	11	
MatchGameOOC	MATCH GAME (out of context)	1449718477166727177	Nerdo Crombezia	49	265	Genial Gene was so genial (“How genial was he?”) he said “If you don’t like out of context Match Game screens feel free to go and blank yourself!”
AnneMCG59750985	Anne MCGEE	1499006188163411975		0	83	
AndrewM45469173	Andrew Middleton	1500203774828236808	New York, USA	11	205	gay male into lots of stuff
JStraher	Jody Straher	2429647511		8	248	
Csands96	Carmen Cecilia	1500476377837060100		3	88	
welchcraig82	welchcraig82@gmail.com	1497828221882093569		0	180	
WendeeSellsFL	Wendee Burnette	1341457956706131971	Sarasota, FL	49	495	Passionate about life and zealous about my career of almost 20 years as a Real Estate professional. I am the proud mother of 3 phenomenal young women.
AbrahamMukunta	Abraham Chansa Chipampe Mukunta	1497144595423109125		47	800	Thank you Lord for everything you have done for me🙏🙏🙏🙏💯❤️💖💕💯🥰💓
luv_lee___	me	1495977375892672516		0	17	🐿
phantasmYB	ya boi | art block goes brrrrr	1046309839801143297		1	16	20 y/o | no idea how twt works | min yoongi enthusiast | technoblade never dies
Presenc04461290	Presence	1262001988222550018		1	81	
Yandry90114959	Yandry	1499526244077027328		3	86	
chloe02676813	Chlo	1327819404927766528		21	574	
jessjanemahula	Jess Jane	827181296111742976	Floresville, TX	16	212	2 kiddos 1 love❤️
ATheodorko	Andy Theodorko	1439529047726379010		0	4	18 y.o., hard working, perfect body, smartass
sunnyphotochick	Sunshine Sommers	1293362358291660810	Earth	5	45	Photographer, Writer, Artist, Mastiff Mom, Compassionate & Empathetic Spirit , Introverted Extrovert, Never Afraid to Speak Truth
ronz_0401	Ronz	1500468075560267776		0	54	
elliecoulson6	elliecoulson	1329814326526533633	England 	2	74	
Kathlee82962598	Kathleen Stewart	1422512693429342210		44	66	
sueirenea	Sue Irene Atherton	1500461043956523011		8	355	
Silviajj14	Silvia jj	1499351087635222532		38	114	Il segreto dell'esistenza umana non sta soltanto nel vivere, ma anche nel sapere per che cosa si vive - Fëdor Dostoevskij
itshazelgabriel	hazel gabriel	1500466328087396353		0	47	kung mabait ka,mabait dn ako
asianjade012	asianjade012	533364788		29	638	
ChadFealy	Chad Fealy	1499038457712291844		0	28	
MTGrlLVNGinHI	Bennie W	31669905	Little Paxton	50	438	
gbamila01	Oluwagbamila micheal	4588046123	Abuja nigeria	696	3032	Am from ilesa,osun state.studying fisheries
Novelyn1234	Novelyn	1500464346446450689		1	107	John13:7
franken_daniela	Daniela Franken	1150675142772690944		1	61	
ChristaAttorney	Christa Attorney	1492199924225613827		35	819	Law matters more Medicare kills end it. Disabled lives matter. IDDM. Working full time should equal full coverage health insurance. Colorado sucks.
CathyCassidyc	Cathy Cassidy🇺🇸🇺🇦🌻❤️	1888334384	North Carolina, USA	131	786	
arniesil	Arnie Silver	72714580	New Jersey, USA	12	130	Founding member of the Dovells. Culture Arts, Classic Rock. General Manager, Sales Mananger. Personal auditor for owner of 4 dealerships.
ReikiKalamazoo	The Sacred Catalyst	1101006257329180673	Kalamazoo, MI	9	80	Certified Usui White Light Reiki Practitioner
JamesNHankins2	James N Hankins	1332693132970962945		2	449	
TWD_hardcorefan	🌻Mareliza🌻A Survior of sexual abuse ✨as a child✨	1482665144303894529	🌏🌍🌎🌲🌈🍃🌙☀️🌊🐠👾🦋🌹⭐️❄️	125	257	A true natural #slave. Who I’m I trying to fool when I want to hide it? Same with my past. I don’t want to hide anymore. #Sir #Master #Dominate #bdsm #BLM
Ch1co_Jun1o	Junio Zanera	1467247267		7	67	
AdnanSamiLive	Adnan Sami	236826818	Mumbai, India	682594	964	Recipient of the Padma Shri, Multi Platinum Recording Artiste, Music Composer, Singer, Concert Pianist, Song Writer, Actor & Barrister at Law..Proud Indian.🇮🇳
xyryrielle	Xyryrielle	1500456725413269509		1	106	18 🏳️‍🌈|🇵🇭
lalabongurrutia	lalaurrutia	1500452310715346946		0	61	
EltafShah	Śh Êļțáf	1500453221390770180		1	50	👉Damn my💥 pure heart💔
Catheri94158827	Catherine Crawford	1249508272320557056		23	845	💖Love my 3 kids they a my 🌎💖
LoisSho18643305	Lois Short	1500452439601913856		1	16	
metawomans	Metawomans	1492518635209904133	Metaverse	109	425	🎴Artist NFT designer + creator +collector / coming soon /🇬🇪 🇺🇦 🇮🇱🇺🇸 #WomeninNFTs #nftcollection
Hixxuptheduck	sun dried drip	1497516178256064519		4	92	the real Sundrop! now with more sun and a lot more drop or should I say drip? ☀️☀️☀️ follow my friend @moon_drop_drip
Michael52120591	Michael Pitts	1484149079366115329		79	2277	
Lewys6246	Lewys	1483793331490635780		2	108	•24 •Welsh 🏴󠁧󠁢󠁷󠁬󠁳󠁿
HassellByNature	Kim Hassell	21662625	Glasgow	81	594	
Pepperliee	Lady 🔪J	1500448215685992449		0	44	
organic_groover	kat van groove van groove van groove	71034995	Canada	1727	3705	All Black Lives Matter Solidarity with First Nations, Inuit, and Métis people of Turtle Island And LGBTQ2S+ people = love is love
mrgeoggers	mrgeoggers	1141429241118175234		22	48	And I still believe in internationalisation. Travel, education and a good tune is almost everyhing.
88Freqs	88Freqs	1473158203202490378		11	50	Composer. 88Freqs a.k.a. Freaks, Frequencies Instagram - https://t.co/SgTId1OCBZ Spotify - https://t.co/WZCjnB3mjE…
adamryan87	Adam Ryan	33331581		2	32	
juiceHARLOTTTT	Spooky Effortless Estrogen Excellence 🕷️🎃🗡️⚰️	401086133	Emotional HOE.	103	338	Dracarys//and I mean that shit with my whole chest//witch//dog mama//coffee//books//💫 Sagittarius//☀️ Scorpio//🌙Cancer 💅🏾they//them//a lil y'know 👯‍♀
PuckerElizabeth	Elizabeth pucker	1498827282269540358		35	216	
GabrielPeneira	Gabriel Peneira	1423288605762486277		0	42	
Annunzi4Barbara	Barbara Annunziata	1500436548143259648		0	69	
gullypixie	Fern Cousins	1105780307230425088		2	65	Everything happens for no reason
Guillecu	Guillermo	245946899		100	426	
ThdGuy15	Houston3	1482845773037543434	Dawsonville Ga	5	46	new acct for Pauly
Beckie93775363	Beckie	1500433443846606849		0	3	
mamausedtodance	Cher	1500437529681666050	Memphis, TN	0	1	Not Cher or her team.
Cheryl01536114	Cheryl	1325085067937452036		11	224	Love animals, children, and the older generation. I love finder's. Mostly black and white photos, oil paintings, a well built timber frame on top of a mountain
noah_addams	𝓝𝓸𝓪𝓱	1128778944327630848		2	240	
jerypineapple	Fruitsprutas	1500430897899663362		13	94	Wanna make friends
sadiesus	vicki tacoma	64286040		34	90	
llaepnainez	_llaepnaineZ	1500415725453860866		12	490	whére therê's coffëe, there's Lådy🤗☕
nursyamiezan	Nursyamiezan Yasin	1500431805094117379		1	160	Boss
SeekerZesh	Zesh Seeker	1491701770325618694		67	4345	
Mr3hlebushek	miss_D	828245635476373505		11	222	рускій воєнний корабль, іди нахуй/!
confident_way	Miss Cheerful	122088608		45	236	smiling and....smiling
edm1025	Liz Micci	370211908		7	715	
tilleybear897	Loretta Adams	1496833463500087296		4	80	I graduated high school I work for 15 years I love the fish ceramic painting
SamWrig92113527	Sam Wright	1500421911301562369		3	61	
matchaprada	ليلى	1500398740544315392		0	220	Free Palestine🇵🇸
GevorgyanMaria	Maria Gevorgyan	225028860	Yerevan, Yerevan	251	135	Chess Grandmaster | Four-Time Armenian Women Chess Champion | Ph.D. student
ZritChampignon	Zrita.Champiñon	1500402699199819781		13	198	
Jeff67341810	Jeff. Desire Lines	1284596841502384131	Cape Town, South Africa	98	635	Interior Decor Consultant. Cape Town. House & Yacht. Curtain & Upholstery workshop. Fine Bed linen, towels & accessories.
wlawrence220	will	1098331939801567240	Airport	19	288	Everyone deserves Equality!!!!
danielkdi1	DANIEL	1047125478346248192		8	197	YA HEARD IT HERE FIRST #LOVES
8800W1	8800 W	1460517979578253317		1	23	BLUFF
thelordherby	ԵօԵՏí 	107137930	Makati City	132	132	Muy obstinado. Sigue bajo tu propio riesgo. 🔞 ԵօԵՏí
Lady_Di_Sez	Lady Di	704492279051001856	United States	4	318	
Krucialkane2022	Ace	1499831027744788487	Boston, MA	14	363	
k_jhrl	Jhrl_k	1500409492634505221		1	38	Gay butterfly.....
andres_apan	andres apan	1500406787828494337		3	148	
GeorgeB96420132	George Birkmyre	1500404556290740227		1	110	
echosofthedawn	Echo	1500402609689018370		0	21	
DebiHobson	Debi Hobson	1497411974161829893	Great Falls, MT	218	371	Bravo junkie, Love Aerosmith ♥️
MrPlow85851846	Mr Plow	1498660402632306693		0	284	
deveraux_blake	Blake Deveraux	1500403989199953924		24	48	Gay lad. Lover of Dolly Parton. Always learning, always improving and always up for a laugh! *New account, old one got locked out*
dazzabakes	Darrell Bakes	1486255719116845058		1	12	
MCallypso	⚜Long legged Lisa ⚜	1165569289551826944		0	38	I like drawing,painting and doing cringey edits Multistan
LuvLiWords	LuvLiWords	1500400458808147970		0	39	
gmadarasz123	Gábor Madarász	425295069		6	292	
rosejasunset	jae	1497099405685506050		0	35	
accio_mxrvel	Unofficial Avenger	1437954573583323137	Loki's Chamber	194	926	I am the human equivalent of a typo. | Marvel and Taylor Swift | I've loved you three summers now, honey, but I want 'em all
yip14227671	MYip	1498862031616757764		13	429	
SherylMarieLew2	Sheryl Gibson	763842972190334976		3	105	
luvangelaxoxo	Angela Nicole 💗 🌱🌸🙏	1475040329514500096	Texas, USA	213	810	My old acct that had 3k @luvangelaxo got suspended :( Phillipians 4:13 vaxxed💉vegan, LOVE GOD,luv animals, the lakers, and lover of music! 🎶🙏🏀 💜 🌱🎶🎸🐱
AlmanzorAleah	Aleah Almanzor	1500391303640907777		1	117	2022
PamelaPomford	Pamela Pomford	885546663300956160		4	169	
Andycap06	Claude B	792420873877815296	Le Cannet, France	82	107	
Lalaej	Having Said That 🗣	25773567	Santa Barbara, CA	12282	10948	Snitty Political strategist. Retired teacher, I ❤️reading, writing, & art. #wtpBLUE AB 🚫DMs! Resist🌊 🇺🇸TeamPelosi #DemVoice1 B
g_purigesi	Grace Purigesi	1500381706783805449		6	453	Embrace your WEIRDNESS
natagafrisco	Annie Batumbacal	1500384829120331779	lugar ng tigre	2	212	Sa umaga dispatchadora Sa gabi ay bonggang bongga 🙃 18 na kaya pwede na mag twitter sabi ni papa ...charaught!
clund225	ERLFE	2616465884		106	328	
Mrsfe33	Gem	1493330145272287232		23	221	
WolfieLyns	Lyn Mac 🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿🇿🇦❤🙏🇺🇦	586552403	South africa	186	728	Run the JGM Animal Foundation Animal behaviourist/trainer Marketing and graphic designer Free Spirit thats runs with wolves #IdonthavefriendsIgotfamily
DrJusticezeal	Dr Justice	1500379343251456001		5	36	Proudly a medic 🇹🇻💉 Till the end of time
adriannabenyat	a-dré	2569958772		120	119	probably at the whole foods olive bar
Beearrh	Laura H	18818724		20	200	
RicaMaeMarabe1	Rica Mae Marabe	1500379289966944258		2	111	
majusavi	Mario Sañudo	182576903		842	1915	Somos viajeros del tiempo. Venimos a aprender, compartir, tocar almas, dar amor, transformarnos y trascender sin apegos.
DebbieNY1971	Debbie	1500212390725664774		1	131	
j63_c	R.C.	1498739090027466753	Apple Valley, CA	3	160	
Nanaadj69777287	Nana adjei Sika Pa	1497169663343665167		22	702	
AndrewV54397720	Andrew Vines	1500220068923334665		1	27	Funny
BrabinLisha	lisha brabin	1499338631697342468	Liverpool, England	6	301	Mum ...
bnc018	Ben Carrier	23547674	Calgary, Alberta	734	1172	Husband 💍🤵🏼Father 👦🏻 Dog Dad🐶Canadian🇨🇦
dc_fan3	DCMarvelFan	1489096956492361730		5	77	I love to draw and read comics…be careful because I’m a mega fan of Yoko and Sean!!! I’m just a 15 year old artist who dreams
mcp_johnny	Happy Garden Warrior	1362726995801612290		65	519	Happy Garden warrior. Eco-friendly gardening and Garden Design that responds to climate change. That's my thing. Views my own. Debate, not hate.
FrancescoSave16	FRANCESCO♊🐝&🐜	1500097020178145280	Barletta, Puglia	3	46	IMPARATE A VOTARE.
TracyLaing5	Tracy Laing	1500367324603428866		20	45	Live laugh, love
ruviewed	RuPaul’s Drag Race RuViewed	1499073878538215431	Los Angeles, CA	30	678	#DragRaceFranchise Talk Show 🏁
Jessalim1990	Jessa Lim	1500364197296705536		0	46	love yourself
EdgarAllenWhore	Connor Cheras	1493430359027068928		2	155	#Barbz
SusanThursby2	Susan Thursby	1439816068562776069		2	125	
dejesus_vero	Vero De Jesús 🪐	996461831907692545	Puebla, México	5	145	Psicología, BUAP
SchoutenThierry	Thierry	1492905009901707267	Sotaweg 130 Roelofarendsveen 	52	1502	Son of Irene jaspers
Alx0xlA	Alx	1395995938800406528		9	98	Just curious about art... Feel free to dm me There is no more right or wrong There is only weak and strong.
JiltedGrunt	Kriz Kringle	1500356002989834240		0	63	
FairyGrandmothr	Vel	158118444	Northern California	6	205	Mother grandmother daughter sister aunt friend advocate🇭🇺🇦🇹🇩🇪🇳🇴🏴󠁧󠁢󠁳󠁣󠁴󠁿🇮🇪🇺🇸🏉⚾️🏕🏔🌲✈️🚘high🛣🏊🏻‍♀️🏍👩‍🍳🏰 🧚🏻🚲🗽☮️♊️
le_tittie	leticia	1153370172390092802		40	520	they/them
GremBoa	👹✨Qremlin Gween✨👹	1499557936007417859	Republic of Dagestan, Russia	11	195	What is Finsta for Twitter? Ftwitter? STIPE STAN ACCOUNT🤓 “You are really beautiful, but you are such an asshole” - A Parisian man
diane25054075	diane	1500352913834655745		0	19	
greybavarian	ALHughes	270660495	Philadelphia, Pa	74	92	Complex man with simple needs proceeding through life cautiously optimistic. Patient but no tolerance for nonsense. Excuses are worthless tools of.......
LiziTsertsvadz7	Lizi Tsertsvadze	1500346709272104962	Georgia, Tbilisi	4	190	
pourinrain	Denis Farley	68258145	Los Angeles, CA	475	1685	The Arts
5oroush	سروش	3072319578		15	249	
onlyMJLopez	M López 🏳️‍🌈	891625676285005825	Ortigas extn.	59	86	I always looking back from the time you said YES. btw No Politics pls. #Goodvibes
